Entreprise,Profil,Experience,Niveau_Etude,Technologie,Salaire
Cisco Maroc,Chef de Projet IT,1,Ingénieur,PMI,13000
Deloitte Digital Maroc,Data Scientist / IA,3,Bac+3,Python,11000
Sopra Steria Maroc,Ingénieur Cybersécurité,8,Master,Security+,17000
Lenovo Maroc,Business Intelligence,5,Bac+3,Oracle BI,7000
Accenture Maroc,Data Scientist / IA,3,Bac+3,TensorFlow,11000
Tata Consultancy Services Maroc,Développeur Full Stack,6,Ingénieur,Java Spring,14000
HP Maroc,DevOps Engineer,14,Bac+3,Terraform,9000
Orange Business Services Maroc,Développeur Mobile,0,Master,Kotlin,8000
SAP Maroc,Chef de Projet IT,2,Bac+3,Agile,10000
KPMG Technology Maroc,Business Intelligence,8,Doctorat,Talend,16000
Atos Maroc,Ingénieur Cybersécurité,2,Bac+3,Security+,10000
EY Digital Maroc,DevOps Engineer,9,Doctorat,Jenkins,22000
Accenture Maroc,Développeur Full Stack,11,Ingénieur,Java Spring,23000
Oracle Maroc,Architecte Solutions,4,Ingénieur,API,25000
IBM Maroc,Ingénieur Cybersécurité,3,Ingénieur,SIEM,21000
CGI Maroc,Business Intelligence,1,Bac+3,Power BI,6000
Accenture Maroc,Ingénieur Cybersécurité,3,Ingénieur,Firewall,18000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,7,Master,CISSP,13000
Sopra Steria Maroc,Ingénieur Réseau,8,Ingénieur,SD-WAN,14000
Huawei Maroc,DevOps Engineer,2,Master,Docker,10000
Cisco Maroc,Ingénieur Cybersécurité,13,Ingénieur,Security+,20000
SAP Maroc,Développeur Full Stack,0,Bac+2,Vue.js,8000
Orange Business Services Maroc,Ingénieur Réseau,7,Master,SD-WAN,9000
Accenture Maroc,Développeur Mobile,6,Master,Kotlin,15000
HP Maroc,Cloud Engineer,4,Bac+3,Terraform,8000
Huawei Maroc,Développeur Full Stack,0,Ingénieur,.NET Core,13000
IBM Maroc,Développeur Full Stack,3,Master,React,16000
Cisco Maroc,Data Scientist / IA,7,Ingénieur,R,17000
IBM Maroc,Développeur Mobile,5,Master,Ionic,15000
Atos Maroc,Développeur Full Stack,5,Master,Node.js,12000
HP Maroc,Développeur Full Stack,5,Master,React,13000
SAP Maroc,Développeur Mobile,15,Ingénieur,Flutter,23000
Microsoft Maroc,Data Scientist / IA,8,Bac+3,Scikit-learn,16000
KPMG Technology Maroc,Chef de Projet IT,9,Ingénieur,MS Project,19000
Deloitte Digital Maroc,Développeur Full Stack,0,Bac+3,Python Django,10000
Dell Technologies Maroc,Architecte Solutions,7,Doctorat,SOA,19000
Orange Business Services Maroc,Business Intelligence,11,Master,Power BI,11000
Oracle Maroc,Ingénieur Réseau,0,Ingénieur,CCNP,15000
IBM Maroc,Cloud Engineer,14,Ingénieur,Terraform,24000
Lenovo Maroc,Architecte Solutions,7,Master,Cloud Architecture,11000
Cisco Maroc,Architecte Solutions,0,Ingénieur,UML,16000
Cisco Maroc,Architecte Solutions,1,Master,Enterprise Architecture,11000
Microsoft Maroc,Développeur Full Stack,0,Ingénieur,Vue.js,21000
Tata Consultancy Services Maroc,Ingénieur Réseau,15,Ingénieur,Fortinet,14000
HP Maroc,Data Scientist / IA,3,Ingénieur,Tableau,15000
Tata Consultancy Services Maroc,Chef de Projet IT,8,Ingénieur,MS Project,14000
Oracle Maroc,DevOps Engineer,4,Master,Terraform,16000
HP Maroc,Ingénieur Cybersécurité,9,Master,Pentest,15000
PWC Digital Maroc,Architecte Solutions,4,Doctorat,System Design,22000
Accenture Maroc,Cloud Engineer,3,Ingénieur,Docker,17000
Dell Technologies Maroc,Ingénieur Réseau,3,Ingénieur,Fortinet,13000
IBM Maroc,Data Scientist / IA,5,Ingénieur,Spark,21000
Cisco Maroc,Data Scientist / IA,13,Doctorat,Tableau,22000
CGI Maroc,Architecte Solutions,7,Doctorat,Microservices,17000
Lenovo Maroc,Développeur Full Stack,10,Ingénieur,Java Spring,17000
PWC Digital Maroc,Développeur Full Stack,11,Doctorat,Node.js,25000
SAP Maroc,Chef de Projet IT,0,Bac+3,JIRA,10000
HP Maroc,Architecte Solutions,15,Ingénieur,Microservices,19000
Sopra Steria Maroc,Développeur Full Stack,0,Bac+3,Vue.js,8000
Accenture Maroc,Ingénieur Cybersécurité,12,Ingénieur,Ethical Hacking,26000
Accenture Maroc,Data Scientist / IA,15,Ingénieur,R,26000
Microsoft Maroc,Architecte Solutions,10,Doctorat,API,30000
Orange Business Services Maroc,Architecte Solutions,15,Ingénieur,Microservices,17000
EY Digital Maroc,Développeur Mobile,0,Bac+3,Ionic,7000
EY Digital Maroc,Business Intelligence,3,Bac+2,Oracle BI,6000
Microsoft Maroc,Ingénieur Réseau,1,Bac+3,CCNP,9000
Lenovo Maroc,Architecte Solutions,10,Ingénieur,System Design,15000
Sopra Steria Maroc,Architecte Solutions,15,Ingénieur,System Design,21000
HP Maroc,Cloud Engineer,15,Bac+3,OpenStack,11000
Oracle Maroc,Data Scientist / IA,5,Master,Python,20000
Microsoft Maroc,Développeur Mobile,5,Ingénieur,Kotlin,18000
KPMG Technology Maroc,Ingénieur Cybersécurité,1,Bac+3,Firewall,10000
PWC Digital Maroc,DevOps Engineer,9,Master,Jenkins,16000
Oracle Maroc,Chef de Projet IT,4,Master,PMI,18000
Accenture Maroc,Cloud Engineer,0,Master,Terraform,16000
HP Maroc,Développeur Mobile,10,Ingénieur,Flutter,15000
Dell Technologies Maroc,Business Intelligence,1,Bac+3,SQL Server,8000
Atos Maroc,Ingénieur Cybersécurité,14,Doctorat,Ethical Hacking,23000
IBM Maroc,Business Intelligence,0,Ingénieur,QlikView,17000
Cisco Maroc,Cloud Engineer,6,Master,AWS,14000
Sopra Steria Maroc,DevOps Engineer,9,Bac+3,Terraform,10000
Accenture Maroc,Ingénieur Réseau,9,Doctorat,Palo Alto,16000
PWC Digital Maroc,Ingénieur Cybersécurité,10,Ingénieur,ISO 27001,23000
Sopra Steria Maroc,Chef de Projet IT,4,Ingénieur,MS Project,16000
Oracle Maroc,Data Scientist / IA,3,Master,R,21000
IBM Maroc,DevOps Engineer,13,Master,GitLab CI/CD,21000
Cisco Maroc,Chef de Projet IT,5,Ingénieur,PMI,15000
Tata Consultancy Services Maroc,Chef de Projet IT,7,Ingénieur,Prince2,14000
Accenture Maroc,Développeur Mobile,2,Ingénieur,Ionic,15000
IBM Maroc,Data Scientist / IA,10,Ingénieur,TensorFlow,24000
Deloitte Digital Maroc,Développeur Mobile,3,Ingénieur,React Native,14000
Accenture Maroc,Ingénieur Réseau,0,Bac+3,Fortinet,8000
KPMG Technology Maroc,Business Intelligence,2,Bac+3,SAP BO,8000
IBM Maroc,Chef de Projet IT,6,Master,Agile,16000
Capgemini Maroc,Développeur Full Stack,2,Ingénieur,Vue.js,15000
EY Digital Maroc,Cloud Engineer,2,Ingénieur,OpenStack,17000
Cisco Maroc,Chef de Projet IT,9,Ingénieur,Agile,16000
Huawei Maroc,Cloud Engineer,2,Bac+3,Terraform,8000
Lenovo Maroc,Développeur Mobile,4,Master,Ionic,10000
Atos Maroc,DevOps Engineer,0,Bac+3,Kubernetes,8000
CGI Maroc,Cloud Engineer,9,Ingénieur,Terraform,18000
Huawei Maroc,Développeur Mobile,8,Master,Xamarin,10000
Tata Consultancy Services Maroc,Développeur Mobile,0,Bac+2,Xamarin,4000
Microsoft Maroc,Data Scientist / IA,2,Bac+3,Tableau,16000
Huawei Maroc,Ingénieur Réseau,9,Master,Juniper,11000
Tata Consultancy Services Maroc,Data Scientist / IA,4,Bac+3,PyTorch,9000
IBM Maroc,Data Scientist / IA,6,Ingénieur,R,26000
Sopra Steria Maroc,Développeur Full Stack,10,Bac+3,Node.js,11000
Orange Business Services Maroc,Ingénieur Réseau,10,Master,SD-WAN,9000
EY Digital Maroc,Architecte Solutions,12,Ingénieur,SOA,24000
Cisco Maroc,Ingénieur Réseau,3,Ingénieur,SD-WAN,11000
Huawei Maroc,Data Scientist / IA,0,Ingénieur,Python,13000
Cisco Maroc,DevOps Engineer,9,Master,GitLab CI/CD,14000
EY Digital Maroc,Business Intelligence,13,Bac+3,Oracle BI,10000
Microsoft Maroc,Développeur Mobile,14,Master,React Native,21000
HP Maroc,Chef de Projet IT,2,Bac+3,Kanban,8000
Cisco Maroc,Développeur Full Stack,3,Master,Python Django,12000
Lenovo Maroc,Développeur Mobile,8,Ingénieur,React Native,11000
Dell Technologies Maroc,Ingénieur Cybersécurité,15,Master,SIEM,19000
Deloitte Digital Maroc,Architecte Solutions,8,Ingénieur,SOA,21000
Dell Technologies Maroc,DevOps Engineer,10,Ingénieur,Ansible,16000
Microsoft Maroc,Développeur Full Stack,3,Ingénieur,.NET Core,20000
Deloitte Digital Maroc,Développeur Mobile,10,Ingénieur,Ionic,19000
Tata Consultancy Services Maroc,Business Intelligence,14,Master,SAP BO,12000
Sopra Steria Maroc,Business Intelligence,8,Master,Oracle BI,12000
Oracle Maroc,Cloud Engineer,8,Master,Azure,22000
Capgemini Maroc,Développeur Full Stack,13,Ingénieur,Python Django,18000
Accenture Maroc,Business Intelligence,6,Ingénieur,Power BI,19000
CGI Maroc,Ingénieur Cybersécurité,2,Ingénieur,Ethical Hacking,15000
Huawei Maroc,Développeur Full Stack,11,Ingénieur,Vue.js,17000
Deloitte Digital Maroc,Architecte Solutions,9,Ingénieur,UML,20000
Atos Maroc,DevOps Engineer,8,Master,GitLab CI/CD,15000
PWC Digital Maroc,Cloud Engineer,13,Master,Kubernetes,19000
Huawei Maroc,Architecte Solutions,5,Ingénieur,SOA,16000
Sopra Steria Maroc,Cloud Engineer,15,Ingénieur,Docker,19000
Deloitte Digital Maroc,Data Scientist / IA,3,Ingénieur,PyTorch,20000
Sopra Steria Maroc,Data Scientist / IA,13,Ingénieur,Scikit-learn,23000
Microsoft Maroc,Cloud Engineer,1,Ingénieur,Docker,20000
Lenovo Maroc,Ingénieur Cybersécurité,5,Master,Security+,11000
IBM Maroc,Chef de Projet IT,7,Doctorat,Scrum,25000
EY Digital Maroc,DevOps Engineer,14,Ingénieur,Terraform,24000
Microsoft Maroc,Ingénieur Cybersécurité,0,Bac+2,CISSP,9000
Capgemini Maroc,Développeur Full Stack,3,Master,Node.js,12000
Capgemini Maroc,Chef de Projet IT,13,Ingénieur,PMI,21000
Deloitte Digital Maroc,Business Intelligence,0,Ingénieur,Tableau,13000
Accenture Maroc,Cloud Engineer,1,Ingénieur,Google Cloud,20000
HP Maroc,Data Scientist / IA,4,Ingénieur,PyTorch,16000
KPMG Technology Maroc,Ingénieur Cybersécurité,2,Bac+3,SIEM,10000
IBM Maroc,Développeur Full Stack,0,Bac+3,.NET Core,10000
Microsoft Maroc,Développeur Full Stack,6,Doctorat,Python Django,26000
Lenovo Maroc,Data Scientist / IA,0,Bac+3,Spark,8000
Cisco Maroc,Data Scientist / IA,3,Ingénieur,PyTorch,19000
Accenture Maroc,DevOps Engineer,14,Ingénieur,Terraform,23000
Orange Business Services Maroc,Architecte Solutions,13,Master,UML,14000
PWC Digital Maroc,Architecte Solutions,1,Bac+3,UML,10000
KPMG Technology Maroc,Ingénieur Cybersécurité,7,Master,SIEM,17000
Capgemini Maroc,Chef de Projet IT,3,Master,PMI,14000
EY Digital Maroc,Data Scientist / IA,7,Ingénieur,Python,21000
CGI Maroc,Architecte Solutions,6,Ingénieur,Microservices,17000
Orange Business Services Maroc,Développeur Full Stack,8,Master,React,11000
CGI Maroc,Ingénieur Réseau,13,Ingénieur,Fortinet,15000
Microsoft Maroc,Business Intelligence,0,Master,Power BI,16000
EY Digital Maroc,Développeur Mobile,14,Ingénieur,Swift,17000
Atos Maroc,Data Scientist / IA,7,Master,Python,16000
Oracle Maroc,Ingénieur Réseau,1,Ingénieur,Cisco,15000
KPMG Technology Maroc,Ingénieur Cybersécurité,3,Ingénieur,Firewall,18000
Microsoft Maroc,Ingénieur Cybersécurité,9,Master,SIEM,22000
Sopra Steria Maroc,Cloud Engineer,9,Master,Azure,14000
KPMG Technology Maroc,Développeur Mobile,9,Ingénieur,Ionic,14000
Huawei Maroc,Chef de Projet IT,1,Bac+2,Kanban,5000
Capgemini Maroc,Architecte Solutions,0,Bac+2,System Design,6000
Atos Maroc,Business Intelligence,0,Bac+3,Tableau,7000
Cisco Maroc,Ingénieur Réseau,14,Doctorat,Fortinet,16000
Cisco Maroc,Développeur Full Stack,3,Master,.NET Core,12000
Microsoft Maroc,Cloud Engineer,8,Bac+3,OpenStack,14000
KPMG Technology Maroc,Développeur Mobile,0,Bac+2,Swift,6000
Sopra Steria Maroc,Data Scientist / IA,2,Ingénieur,R,16000
Lenovo Maroc,Data Scientist / IA,14,Master,Scikit-learn,14000
Sopra Steria Maroc,Développeur Mobile,3,Bac+3,Android Studio,7000
Sopra Steria Maroc,Développeur Full Stack,7,Ingénieur,Python Django,15000
Deloitte Digital Maroc,Cloud Engineer,13,Bac+3,Kubernetes,14000
SAP Maroc,Chef de Projet IT,10,Master,Kanban,19000
EY Digital Maroc,Chef de Projet IT,5,Ingénieur,MS Project,16000
Tata Consultancy Services Maroc,Cloud Engineer,3,Ingénieur,OpenStack,13000
Accenture Maroc,Architecte Solutions,10,Doctorat,System Design,23000
SAP Maroc,Chef de Projet IT,0,Bac+2,JIRA,6000
CGI Maroc,Chef de Projet IT,9,Master,Scrum,12000
SAP Maroc,DevOps Engineer,15,Ingénieur,Terraform,28000
HP Maroc,Développeur Mobile,11,Ingénieur,React Native,13000
Cisco Maroc,Chef de Projet IT,7,Ingénieur,PMI,16000
Cisco Maroc,Cloud Engineer,14,Ingénieur,Azure,19000
HP Maroc,Business Intelligence,15,Ingénieur,Tableau,16000
Atos Maroc,Développeur Mobile,3,Ingénieur,Xamarin,11000
CGI Maroc,Ingénieur Réseau,9,Bac+3,CCNP,7000
EY Digital Maroc,Ingénieur Cybersécurité,8,Ingénieur,SIEM,23000
Atos Maroc,Data Scientist / IA,2,Master,Spark,15000
IBM Maroc,DevOps Engineer,0,Ingénieur,GitLab CI/CD,19000
Orange Business Services Maroc,Data Scientist / IA,10,Bac+3,PyTorch,11000
Lenovo Maroc,Business Intelligence,1,Bac+3,Power BI,6000
Tata Consultancy Services Maroc,Développeur Mobile,12,Ingénieur,Swift,13000
Accenture Maroc,Ingénieur Cybersécurité,14,Ingénieur,CISSP,26000
Atos Maroc,Architecte Solutions,4,Bac+2,SOA,6000
Sopra Steria Maroc,Data Scientist / IA,2,Bac+3,Spark,11000
CGI Maroc,Architecte Solutions,2,Bac+2,Cloud Architecture,6000
Deloitte Digital Maroc,Data Scientist / IA,10,Master,TensorFlow,20000
KPMG Technology Maroc,Développeur Full Stack,15,Ingénieur,Angular,23000
Accenture Maroc,Développeur Full Stack,3,Master,Python Django,15000
SAP Maroc,Développeur Full Stack,0,Bac+2,Vue.js,7000
Sopra Steria Maroc,DevOps Engineer,6,Bac+3,Terraform,9000
Tata Consultancy Services Maroc,Data Scientist / IA,15,Doctorat,R,22000
KPMG Technology Maroc,Développeur Mobile,1,Ingénieur,Xamarin,13000
Oracle Maroc,Développeur Full Stack,4,Bac+2,Node.js,10000
EY Digital Maroc,Architecte Solutions,0,Bac+3,System Design,11000
KPMG Technology Maroc,Développeur Full Stack,3,Ingénieur,Node.js,16000
HP Maroc,Ingénieur Réseau,5,Ingénieur,Juniper,12000
EY Digital Maroc,Cloud Engineer,2,Ingénieur,AWS,15000
Deloitte Digital Maroc,Ingénieur Réseau,5,Master,Cisco,11000
CGI Maroc,Développeur Full Stack,1,Ingénieur,Vue.js,13000
Orange Business Services Maroc,Ingénieur Cybersécurité,3,Master,CISSP,12000
Microsoft Maroc,Architecte Solutions,8,Master,API,22000
IBM Maroc,Data Scientist / IA,0,Master,Spark,19000
Huawei Maroc,Développeur Full Stack,4,Ingénieur,Java Spring,14000
Huawei Maroc,Chef de Projet IT,0,Bac+3,Agile,6000
Orange Business Services Maroc,Ingénieur Réseau,1,Master,Cisco,7000
Atos Maroc,Ingénieur Réseau,3,Master,Fortinet,10000
Accenture Maroc,Ingénieur Cybersécurité,7,Master,Firewall,17000
HP Maroc,Business Intelligence,8,Ingénieur,SAP BO,12000
CGI Maroc,Développeur Mobile,4,Master,Kotlin,11000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,3,Bac+3,ISO 27001,7000
Microsoft Maroc,DevOps Engineer,10,Bac+3,Kubernetes,15000
Microsoft Maroc,Data Scientist / IA,10,Ingénieur,TensorFlow,27000
PWC Digital Maroc,Data Scientist / IA,7,Ingénieur,Spark,22000
IBM Maroc,Business Intelligence,0,Master,Tableau,13000
Atos Maroc,Chef de Projet IT,6,Ingénieur,MS Project,15000
Deloitte Digital Maroc,Ingénieur Cybersécurité,8,Master,SIEM,16000
Sopra Steria Maroc,Développeur Mobile,12,Ingénieur,Ionic,16000
Dell Technologies Maroc,Data Scientist / IA,7,Ingénieur,TensorFlow,19000
EY Digital Maroc,Ingénieur Réseau,13,Master,CCNA,15000
IBM Maroc,Chef de Projet IT,3,Bac+3,Agile,10000
Dell Technologies Maroc,Architecte Solutions,1,Master,SOA,14000
Oracle Maroc,Ingénieur Cybersécurité,0,Bac+3,Firewall,14000
Dell Technologies Maroc,Ingénieur Cybersécurité,14,Bac+3,Ethical Hacking,13000
Dell Technologies Maroc,Développeur Full Stack,10,Ingénieur,React,16000
Dell Technologies Maroc,Développeur Full Stack,1,Bac+3,Angular,7000
Lenovo Maroc,Ingénieur Réseau,5,Ingénieur,Cisco,10000
Dell Technologies Maroc,Développeur Full Stack,11,Ingénieur,Node.js,17000
Sopra Steria Maroc,Business Intelligence,1,Bac+2,Talend,5000
Tata Consultancy Services Maroc,DevOps Engineer,15,Ingénieur,Jenkins,15000
EY Digital Maroc,Data Scientist / IA,8,Master,Python,19000
Microsoft Maroc,Architecte Solutions,0,Bac+3,System Design,14000
Sopra Steria Maroc,Ingénieur Cybersécurité,5,Bac+3,ISO 27001,9000
HP Maroc,Chef de Projet IT,11,Ingénieur,MS Project,14000
EY Digital Maroc,Data Scientist / IA,11,Doctorat,Scikit-learn,25000
PWC Digital Maroc,Développeur Full Stack,6,Doctorat,Node.js,22000
Orange Business Services Maroc,Ingénieur Réseau,14,Master,Palo Alto,11000
Oracle Maroc,Data Scientist / IA,7,Master,Python,21000
SAP Maroc,Cloud Engineer,0,Bac+3,OpenStack,11000
Dell Technologies Maroc,Cloud Engineer,8,Ingénieur,Kubernetes,17000
Capgemini Maroc,Cloud Engineer,9,Master,Azure,14000
Microsoft Maroc,Business Intelligence,0,Bac+2,Tableau,7000
Huawei Maroc,Ingénieur Cybersécurité,13,Master,Pentest,16000
Atos Maroc,Cloud Engineer,8,Ingénieur,Terraform,17000
Sopra Steria Maroc,Chef de Projet IT,10,Doctorat,PMI,17000
Tata Consultancy Services Maroc,Business Intelligence,1,Master,Talend,9000
Tata Consultancy Services Maroc,Architecte Solutions,9,Master,UML,12000
HP Maroc,Ingénieur Cybersécurité,9,Doctorat,CISSP,21000
Sopra Steria Maroc,Développeur Mobile,5,Bac+3,Flutter,8000
Sopra Steria Maroc,DevOps Engineer,2,Ingénieur,Terraform,14000
Capgemini Maroc,Développeur Mobile,15,Master,Kotlin,15000
Orange Business Services Maroc,Architecte Solutions,9,Master,System Design,13000
Cisco Maroc,Développeur Mobile,15,Doctorat,Kotlin,17000
Deloitte Digital Maroc,Cloud Engineer,7,Doctorat,AWS,21000
Cisco Maroc,Ingénieur Cybersécurité,2,Bac+3,Security+,10000
Capgemini Maroc,Architecte Solutions,2,Master,SOA,13000
Orange Business Services Maroc,Architecte Solutions,2,Master,System Design,11000
Lenovo Maroc,Ingénieur Cybersécurité,1,Bac+2,ISO 27001,6000
Oracle Maroc,DevOps Engineer,4,Master,GitLab CI/CD,16000
SAP Maroc,Développeur Full Stack,15,Ingénieur,Java Spring,24000
Microsoft Maroc,Business Intelligence,12,Ingénieur,QlikView,22000
Sopra Steria Maroc,Ingénieur Réseau,5,Ingénieur,CCNP,12000
Capgemini Maroc,Développeur Full Stack,4,Master,Java Spring,14000
Microsoft Maroc,Ingénieur Cybersécurité,14,Master,SIEM,26000
KPMG Technology Maroc,Cloud Engineer,1,Bac+3,Docker,9000
Microsoft Maroc,Business Intelligence,13,Ingénieur,QlikView,23000
Deloitte Digital Maroc,Développeur Full Stack,1,Master,Angular,15000
Capgemini Maroc,Chef de Projet IT,6,Doctorat,Kanban,16000
Lenovo Maroc,Ingénieur Réseau,7,Ingénieur,CCNA,11000
Dell Technologies Maroc,Ingénieur Réseau,2,Ingénieur,Palo Alto,12000
CGI Maroc,Ingénieur Cybersécurité,13,Bac+3,Ethical Hacking,11000
PWC Digital Maroc,Développeur Full Stack,1,Bac+3,Python Django,9000
Oracle Maroc,Data Scientist / IA,2,Bac+3,Tableau,15000
IBM Maroc,Business Intelligence,2,Bac+3,Oracle BI,10000
IBM Maroc,DevOps Engineer,10,Ingénieur,Ansible,21000
Microsoft Maroc,Développeur Full Stack,1,Bac+3,Vue.js,12000
Oracle Maroc,Chef de Projet IT,8,Doctorat,Agile,25000
Microsoft Maroc,Architecte Solutions,9,Ingénieur,Cloud Architecture,25000
CGI Maroc,Architecte Solutions,5,Ingénieur,API,15000
Lenovo Maroc,DevOps Engineer,8,Doctorat,Terraform,16000
Capgemini Maroc,Cloud Engineer,7,Ingénieur,Terraform,20000
HP Maroc,Développeur Mobile,1,Bac+3,React Native,6000
Sopra Steria Maroc,Ingénieur Réseau,4,Master,CCNP,9000
Microsoft Maroc,Business Intelligence,8,Ingénieur,Talend,20000
Dell Technologies Maroc,Business Intelligence,0,Bac+3,Tableau,7000
CGI Maroc,Chef de Projet IT,1,Master,Kanban,11000
Huawei Maroc,Cloud Engineer,6,Ingénieur,OpenStack,14000
Lenovo Maroc,Cloud Engineer,1,Ingénieur,Azure,14000
Oracle Maroc,Ingénieur Cybersécurité,14,Ingénieur,ISO 27001,31000
Cisco Maroc,Ingénieur Cybersécurité,1,Master,Pentest,15000
Microsoft Maroc,Ingénieur Cybersécurité,9,Ingénieur,Firewall,27000
Tata Consultancy Services Maroc,Développeur Mobile,0,Ingénieur,Flutter,10000
Deloitte Digital Maroc,DevOps Engineer,0,Master,Jenkins,13000
Deloitte Digital Maroc,Cloud Engineer,1,Bac+2,Docker,7000
KPMG Technology Maroc,Cloud Engineer,10,Ingénieur,Azure,18000
Accenture Maroc,DevOps Engineer,8,Ingénieur,Docker,21000
SAP Maroc,Business Intelligence,3,Ingénieur,SQL Server,15000
Cisco Maroc,Ingénieur Réseau,2,Bac+3,Cisco,7000
Accenture Maroc,Développeur Mobile,2,Bac+2,Android Studio,6000
Atos Maroc,Développeur Mobile,4,Master,Xamarin,9000
Orange Business Services Maroc,Architecte Solutions,15,Ingénieur,System Design,17000
Microsoft Maroc,Développeur Full Stack,4,Ingénieur,React,21000
Huawei Maroc,Ingénieur Cybersécurité,8,Ingénieur,Pentest,17000
Oracle Maroc,Data Scientist / IA,0,Ingénieur,R,20000
Huawei Maroc,Architecte Solutions,7,Ingénieur,UML,18000
Deloitte Digital Maroc,DevOps Engineer,3,Master,GitLab CI/CD,13000
Tata Consultancy Services Maroc,Ingénieur Cybersécurité,3,Ingénieur,Security+,13000
Atos Maroc,Architecte Solutions,15,Ingénieur,System Design,20000
Dell Technologies Maroc,Architecte Solutions,13,Ingénieur,API,19000
Accenture Maroc,Business Intelligence,1,Bac+2,Oracle BI,6000
EY Digital Maroc,Développeur Mobile,0,Bac+2,Flutter,5000
Accenture Maroc,Développeur Mobile,12,Ingénieur,Kotlin,18000
SAP Maroc,Architecte Solutions,9,Ingénieur,Enterprise Architecture,22000
Oracle Maroc,Business Intelligence,15,Master,QlikView,20000
